Unnamed: 0,Pickup Point,Pickup Area
12650,"SUMAIYA DRY CLEANERS , WEST , DHANMONDI",Dhanmondi
12654,"POPULAR MEDICINE CORNER , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
12658,"NASIM'S HOME , SECTOR 13 , UTTARA",Uttara
12659,"MUGHAL KABAB HOUSE , ROAD 27 , DHANMONDI",Dhanmondi
12671,"KFC , MIRPUR 10 ROAD , SECTION 2",Mirpur
12673,"SHOPPING FESTIVAL , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
12675,"CME BRANCH OFFICE , ROAD 08 , NIKETON , GULSHAN 1 , GULSHAN",Gulshan
12676,"RD 109 POLICE BOOTH , RD 109 , GULSHAN 1",Gulshan
12691,"RAHIM COTTAGE , H 10 /12 IQBAL RD , MOHAMMADPUR",Mohammadpur
12692,"SHELTECH ANAKCHAPA , RAYER BAZAR , MOHAMMADPUR",Mohammadpur
12694,"JAPAN GARDEN CITY BLDG NO. 09 , LAPAN GARDEN CITY RD , JAPAN GARDEN CITY , MOHAMMADPUR",Mohammadpur
12708,"IBN SINA HOSPITAL , RD 15/A , DHANMONDI",Dhanmondi
12713,"KASHBON , H 94 , RD 9A , DHANMONDI",Dhanmondi
12715,"A K ENTERPRISE ADABAR , MOHAMMADPUR",Mohammadpur
12721,"SIMRAN  FURNITURE  23/B , PANTHA PATH , DHANMONDI",Dhanmondi
12722,"TOUR EXPERT LTD , TB HOSPITAL , MOHAKHALI",Mohakhali
12724,"JAHANGIR STORE  BUDDHIJIBI SHAHID MINAR RD , GABTALI",Mirpur
12735,"H 19/A , SHANTIBAG BAZAR RD , SHANTIBAGH , MALIBAGH",Malibagh
12736,"NEW WISE TEX , SECTOR 7 , UTTARA",Uttara
12737,"QUANTAM LA CONSTRUCTION , BANANI DOHS",Banani
12739,"EASTERN HOUSING  GORUR HAT , MIRPUR",Mirpur
12740,"REPTO EDUCATION CENTER , MIRPUR DOHS RD , PALLABI",Pallabi
12741,"KIDNEY FOUNDATION BANGLADESH MIRPUR COLLEGE RD , MIRPUR 2",Mirpur
12742,"LUCKY VILLA , 519 , ROAD 1 , BLOCK D , BASUNDHARA R/A",Bashundhara
12744,"BEAUTIFUL LADIES , ROAD 4 , BLOCK B , BASHUNDHARA R/A",Bashundhara R/A
12746,"AL MADINA GENERAL STORE , DHAKA UDDAN , MOHAMMADPUR",Mohammadpur
12754,"UNITED HOSPITAL LIMITED CAFETERIA , ROAD 71 , GULSHAN 2 , GULSHAN",Gulshan
12755,"H 550 , RD 17 , BLOCK F , BASUNDHARA R/A",Bashundhara
12756,"CHARCOAL AND CLOUD 11, RD 1 , SECTOR 1 , UTTARA",Uttara
12757,"H 449 , RD 6 , BLOCK D , BASUNDHARA R/A",Bashundhara
12758,"JAPASTY ZABEL OZORA , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
12760,"HYASINTH HEIGHTS 12 WYRE STREET WARI , TIKATULI",Tikatuli
12763,"GLORIA JEANS COFEES ,GULSHAN 1,GULSHAN",Gulshan
12764,"H 13/10,MADRASA RD,MOHAMMADPUR",Mohammadpur
12769,"NEW DHANSHIRI RESTAURANT,GULSHAN 2,GULSHAN",Gulshan
12775,"FRESH FEAST,SECTOR 14,UTTARA",Uttara
12781,"STYLISH ABAYA MIRPUR BRANCH,KACHA BAZAR,MIRPUR 2",Mirpur
12784,"ALANA SILVA,14,MITALI HOUSING SOCIETY,SOUTH KAFRUL",Kafrul
12786,"PEARL HOTEL,BLOCK K,BANANI",Banani
12788,"RD 12,BANANI",Banani
12789,"ANABIA AUTOS,BLOCK F,BANANI",Banani
12792,"73/H/A SHAHID BUDDHIJIBI MUNIR CHOWDHURY ROAD,DHANMONDI",Dhanmondi
12794,"ANGELE , 287 , AFROJA BEGUM SARAK , BASHUNDHARA R/A",Bashundhara R/A
12798,"SHAKHAWAT HOSSAIN & ASSOCIATES , GULSHAN 1",Gulshan
12799,"HOUSE 316 , ROAD NO. 12 , BLOCK C , BASUNDHARA R/A",Bashundhara
12802,"NAVANA TALIL DEL RINIERA , 54 , ROAD 15 , BANANI",Banani
12809,"CLOUD 9 COFFEE & JUICE BAR,TILPAPARA,KHILGAON",Khilgaon
12812,"TECHSAMIRBD , PALLABI , MIRPUR",Mirpur
12813,"BANK ASIA LTD,TEJGAON GULSHAN LINK RD,NIKETON",Niketon
12815,"RD 6 , SECTOR 12 , UTTARA",Uttara
12817,"C R P CANTEEN , SECTION 13,MIRPUR",Mirpur
12818,"RD 2,BLOCK I,BASUNDHARA R/A",Bashundhara
12819,"MUGHAL MAHAL INDIAN SPICY , JAMUNA FUTURE PARK , BASHUNDHARA R/A",Bashundhara R/A
12825,"DUTCH-BANGLA BANK LIMIRED FAST TRACK , ROAD 140 , GULSHAN AVENUE , GULSHAN 1",Gulshan
12826,"INTERSTUDIO LTD,MADANI AVENUR,GULSHAN 2,GULSHAN",Gulshan
12827,"JTI BANGLADESH HQ , GULSHAN 1 , GULSHAN",Gulshan
12828,"VISA TAKE ,, DOCTOR GOLI, MALIBAGH",Malibagh
12830,"ASSET SNOWDEOPS , HOUSE 78 , ROAD 11 , BLOCK E , BANANI",Banani
12835,"82, AHMED AKBAR SOBHAN AVENUE , BLOCK D , BASUNDHARA R/A",Bashundhara
12838,"MEJBANI KHANA , ROAD 13 , SECTOR 10 , UTTARA",Uttara
12842,"KING'S CAFE , ROAD 3 , NIKETAN , GULSHAN",Gulshan
12844,"H 25/5 , MADRASA RD , MOHAMMADPUR",Mohammadpur
12845,"B-TRAC ENGINEERING LIMITED, ROAD 19A , BLOCK E , BANANI",Banani
12848,"NEXGEN PACKAGING BANGLADESH LTD , BLOCK K , BANANI",Banani
12850,"HOTEL SARINA DHAKA , KEMAL ATATURK AVENUE , BANANI",Banani
12851,"LA TORTA BY M&M , GULSHAN 1",Gulshan
12852,"AL GRISSINO DHAKA , BLOCK E , BANANI",Banani
12853,"PLOT 228 , RD 2 , BLOCK B , BASUNDHARA R/A",Bashundhara
12856,"TV AKASH DTH , SECTOR 3 , UTTARA",Uttara
12857,"RAFSIN PRINTING & PACKAGING ARAMBAGH , MOTIJHEEL",Motijheel
12858,"DECK 41 , 47 , ROAD 41 , GULSHAN 2 , GULSHAN",Gulshan
12866,"ELEVEN CAFE , ROAD 103 , GULSHAN 2 , GULSHAN",Gulshan
12868,"RD 8 , SECTOR 6 , UTTARA",Uttara
12870,"20 STORIED BUILDING BHABAN NO 2 , AGB COLONY , MOTIJHEEL",Motijheel
12873,"LIFESPRING PANTHAPATH , WEST RAJABAZAR , INDIRA ROAD , PANTHAPATH",Panthapath
12874,"HOUSE 59/A , ROAD 5 , BANANI DOHS",Banani
12881,"28, ROAD NO 1 , BLOCK A, BASUNDHARA R/A",Bashundhara
12884,"MANARAT DHAKA INTERNATIONAL SCHOOL & COLLEGE , GULSHAN 2 , GULSHAN",Gulshan
12886,"LATIFA SHARIFF , HOUSE 296 , ROAD NO. 12 , BLOCK C , BASUNDHARA R/A",Bashundhara
12888,"DHAKA ELEVATED EXPRESSWAY TOLL PLAZA , BLOCK B , BANANI",Banani
12890,"NAVANA LA FONTANA , BLOCK A , NIKETON",Niketon
12893,"PALASTINA EMBASSY , GULSHAN 1 , GULSHAN",Gulshan
12894,"KAMARPARA , RD 16 , RASDIA MOUZA , UTTARA",Uttara
12901,"INTER CONTINENTALK DHAKA , 1 , MINTO ROAD , WIRELESS , PALTAN",Paltan
12902,"JAPAN GARDEN CITY , BUILDING 19 , FLAT 701 , MOHAMMADPUR",Mohammadpur
12906,"APPLE & GADGET , KEMAL ATTARUK AVENUE , BANANI",Banani
12907,"FATEMA ENTERPRISE , ZAFRABAD , MOHAMMADPUR",Mohammadpur
12908,"VANTURA BUENAVISTA , GULSHAN 1 , GULSHAN",Gulshan
12909,"NETALOFT , MOHAMMADIA HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
12919,"BIKE ACCESORIES , BLOCK B , NIKETON",Niketon
12923,"TRAVEL EAST , ROAD 23 , BLOCK B , BANANI",Banani
12925,"INDULGE , KEMAL ATATURK AVENUE , BANANI",Banani
12926,"HAZRAT SHAHJALAL INTERTIONAL AIRPORT TERMINAL 2, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",Purbachal
12928,"FRIENDZ EVENT MANAGEMENT , BLOCK A , NIKETON",Niketon
12930,"BATA FLAGSHIP STORE , RING ROAD , DHAKA , TAJMAHAL ROAD , MOHAMMADPUR",Mohammadpur
12932,"BIYE BARI RESTAURANT , SHAT MASJID ROAD , DHANMONDI",Dhanmondi
12933,"SIAM HOTEL  2, KA 7 , ALHAZ ABDUS SOBHAN RD , BLOCK B , KURIL",Kuril
12934,"ASSET ELDORA , H 97 , RD 2/A , NIKETON",Niketon
12935,"SHUVO & JUI GENERAL STORE , RD 6 , SHEKHERTEK , MOHAMMADPUR",Mohammadpur
12939,"ZAKI MUSHARRAF SKYLINE , H 2 , RD 104 , GULSHAN 1",Gulshan
12944,"BAITUL AMAN HOUSING SOCIETY , H 981, R 16 , ADABAR , MOHAMMADPUR",Mohammadpur
12945,"NADUS NUDUS ,  SKS TOWER, VBIP ROAD , MOHAKHALI",Mohakhali
12949,"HAZRAT SHHAJALAL INTERNATIONAL AIRPORT , TERMINAL 1 , AIRPORT ROAD  ,  NEW AIRPORT ROAD KURMITOLA , SECTOR 2",Purbachal
12951,"KHOKON TEA STALL,BLOCK A,BANANI",Banani
12952,"ANA RANA VILLA,H 24/8,TAJMAHAL RD,MOHAMMADPUR",Mohammadpur
12953,"BISMILLAH REFRIGERATION SERVICE  CENTER,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
12954,"MEAT TREAT,ROAD 24,GULSHAN 1,GULSHAN",Gulshan
12956,"GLAMMY GIRL,BANANI DOHS",Banani
12961,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT. TERMINAL 2,AIRPORT RD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
12964,"KALABAGAN STAFF QUARTER,H 7,RD 8,DHANMONDI",Dhanmondi
12966,"PARKING BARRIER BANGLADESH,SECTOR 4,UTTARA",Uttara
12968,"BAJAJ SERVICE CENTER AND M S MOTORS.MONIPUR,MIRPUR 2",Mirpur
12969,"SUNSHINE TRAVEL AIR,HOUSE 4,ROAD 13,SECTOR 1,UTTARA",Uttara
12974,"VIP COUNTER,MANIK MIA AVENUE,DHANMONDI",Dhanmondi
12981,"SHADHINATA SARANI,BANANI",Banani
12982,"RANA FAST FOOD & PASTRY,RD 9/A,WEST DHANMONDI",Dhanmondi
12983,"BIJOY RAKEEN CITY 2ND PLAYGROUND,SECTION 13,MIRPUR",Mirpur
12998,"BIKE ACCESORIES,BLOCK B,NIKETON",Niketon
12999,"SHAKHAWAT HOSSAIN & ACCESORIES,GULSHAN 1",Gulshan
13000,"INDULGE,KEMAL ATATURK AVENUE,BANANI",Banani
13001,"BIYE BARI RESTAURANT,SHAT MASJID ROAD,DHANMONDI",Dhanmondi
13002,"HOUSE 316,ROAD NO 12,BLOCK C,BASUNDHARA R/A",Bashundhara
13003,"BATA FLAGSHIP STORE,RING ROAD,DHAKA,TAJMAHAL ROAD,MOHAMMADPUR",Mohammadpur
13004,"ASSET ELDORA,H 97,RD 2/A,BASUNDHARA R/A",Bashundhara
13008,"SHUVO & JUI GENERAL STORE,RD 6,SHEKHERTEK,MOHAMMADPUR",Mohammadpur
13015,"TRAVEL EAST,ROAD 23,BLOCK B,BANANI",Banani
13017,"JTI BANGLADESH HQ,GULSHAN 1,GULSHAN",Gulshan
13018,"HERFY,BLOCK I,BASUNDHARA R/A",Bashundhara
13019,"TECHSAMIRBD,PALLABI,MIRPUR",Mirpur
13022,"RD 6,SECTOR 12,UTTARA",Uttara
13023,"MUGHAL MAHAL INDIAN SPICY,JAMUNA FUTURE PARK,BASUNDHARA R/A",Bashundhara
13024,"DUTCH BANGLA BANK LIMITED FAST TRACK,ROAD 140,GULSHAN AVENUE,GULSHAN 1",Gulshan
13028,"MEJBANI KHANA,ROAD 13,SECTOR 10,UTTARA",Uttara
13029,"82,AHMED AKBAR SOBHAN AVENUE,BLOCK D,BASUNDHARA R/A",Bashundhara
13032,"ASSET SNOWDROPS,HOUSE 78,ROAD 11,BLOCK E,BANANI",Banani
13033,"NEXGEN PACKAGING BANGLADESH LTD,BLOCK K,BANANI",Banani
13038,"BAITUL AMAN HOUSING SOCIETY , H 981 , R 16 , ADABOR , MOHAMMADPUR",Mohammadpur
13039,"B TRAC ENGINEERING LIMITED,ROAD 19A,BLOCK E,BANANI",Banani
13040,"CHISHTIA.COM , PASHCHIM , DHANMONDI",Dhanmondi
13041,"KINGS CAFE,ROAD 3,NIKETAN,GULSHAN",Gulshan
13043,"H B 90 , AGB COLONY KACHA BAZAR RD , IDEAL ZONE , MOTIJHEEL",Motijheel
13045,"PLOT 228,RD 2,BLOCK B,BASUNDHARA R/A",Bashundhara
13046,"HOUSE 12 , ROAD 23A , BLOCK B , BANANI",Banani
13047,"AL GRISSINO DHAKA,BLOCK E,BANANI",Banani
13048,"NEEHARIKA ORCHARD , BLOCK J , BASHUNDHARA R/A",Bashundhara R/A
13055,"EASTERN BANK LTD , LAKE DRIVE RD , SECTOR 7 , UTTARA",Uttara
13057,"MAYA KANAN , RAYER BAZAR , MOHAMMADPUR",Mohammadpur
13061,"TV AKASH DTH,SECTOR 3,UTTARA",Uttara
13062,"MADHOBILOTA , ( 17A, 17B , 17C, 17D), SECTOR 18 , UTTARA",Uttara
13063,"BSCIC TRAINING INSTITUTE ( FORMER SCITI ) , SECTOR 6 , UTTARA",Uttara
13065,"PLOT 433 , RD 17 , BLOCK A , BASUNDHARA R/A",Bashundhara
13066,"AUSTRALIAN HIGH COMMISSION , 2 , GULSHAN AVENUE , GULSHAN 2 , GULSHAN",Gulshan
13068,"H 2 , RD 12 , SECTOR 4 , UTTARA",Uttara
13069,"SAIFUL ISLAM & CO. CHARTERED ACCOUNTANTS , BLOCK B , MIRPUR 2",Mirpur
13074,"BANANI ART , KEMAL AVENUE ROAD 12 , BLOCK E , BANANI",Banani
13075,"SHAHIN'S TEA STALL , SHYAMOLI , MOHAMMADPUR",Mohammadpur
13076,"AL-MAHIN OVERSEAS , ROAD 14 , BLOCK B , BANANI",Banani
13078,"INDEPENDENT UNIVERSITY BANGLADESH ( IUB ), BASUNDHARA R/A",Bashundhara
13082,"H 82/1, RD 2/A, NIKETON",Niketon
13083,"PROGATI PARADISE , PLOT 187 , BLOCK C , ROAD 12 ,BLOCK C , BASUNDHARA R/A",Bashundhara
13088,"ASSURE A.M. AZALEA , BLOCK F , BASHUNDHARA R/A",Bashundhara R/A
13089,"BRAC BANK LIMITED 1, BIR UTTAM MIR SHAWKAT SARAK , DAKKHIN BADDA , GULSHAN",Gulshan
13090,"ONECALL SOLUTIONS LTD , KEMAL ATATURK AVENUE , BANANI",Banani
13092,"AUTO VALLEY , SECTOR 7 , UTTARA",Uttara
13093,"GS MONEY PIZZA HUT UTTARA 13 , SECTOR 13 , UTTARA",Uttara
13100,"HRIDAY GATE , H 25 , RD 8 , JANATA HOUSING , MOHAMMADPUR",Mohammadpur
13104,"BASHUMATI KHAN HOUSE , H 234 , RD 3 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
13106,"RD 8 , SECTOR 1, UTTARA",Uttara
13107,"CHERRY TREE , SECTOR 4 , UTTARA",Uttara
13109,"HERNET TV , ROAD-68 A , GULSHAN 2 , GULSHAN",Gulshan
13112,"BITHIKA , H 41/48/49 , SHER E BANGLA RD , MOHAMMADI HOUSING LTD , MOHAMMADPUR",Mohammadpur
13113,"NAVANA SPRING DALE , ( BUILDING 4 ) SECTION 13 , MIRPUR",Mirpur
13114,"PROTTOY IDEAL SCHOOL AND COLLEGE , BLOCK B , ROAD 4 , BLOCK B , BASUNDHARA R/A",Bashundhara
13118,"H 93 , RD 3 , BLOCK C , BASUNDHARA R/A",Bashundhara
13120,"JAPAN GARDEN CITY ,  JAPAN GARDEN RD, JAPAN GARDEN CITY, MOHAMMADPUR",Mohammadpur
13122,"GRAMEENPHONE CENTER HANGOUT , BLOCK A , BASHUNDHARA R/A",Bashundhara R/A
13123,"MOHAMAYA HALL , BLOCK A , BANANI",Banani
13125,"SAIMON FITNESS , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13129,"RD 20 , SECTOR 4 , UTTARA",Uttara
13132,"144, I BLOCK ROAD 7 , BASUNDHARA R/A",Bashundhara
13133,"H 33 , 18 , BANANI",Banani
13140,"BTRC , SHYAMOLI , MOHAMMADPUR",Mohammadpur
13141,"H 1, RD 15 , GULSHAN 1",Gulshan
13142,"HOUSE 317 , ROAD NO.12 , BLOCK C , BASUNDHARA R/A",Bashundhara
13150,"CLIMAX ICON PALACE , HOUSE 196 , ROAD 3 , BLOCK L , BASHUNDHARA R/A",Bashundhara R/A
13152,"SR TRAVEL EXPRESS , MOTIJHEEL",Motijheel
13155,"HOTEL DHAKA INN , PANTHAPATH",Panthapath
13161,"TEAM ARISTOS , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13162,"VISION EYE HOSPITAL , GREEN ROAD , DHANMONDI",Dhanmondi
13170,"BANGABANDHU COLLEGE , CERAMIC  AVENUE , SECTION 12",Mirpur
13171,"CYNTHIA , SECTOR 13 , UTTARA",Uttara
13173,"SOPNO KUTHER , H 43/C , RD 2 , MOHAMMADI HOUSING LTD , MOHAMMADPUR",Mohammadpur
13175,"RD 39 , GULSHAN 1",Gulshan
13181,"MR. KIDS , GULSHAN 1",Gulshan
13182,"BIPLOB TOWER ( CUSTOMS BOND COMMISSIONERATE ( NORTH ) , DHAKA , SECTOR 13 , UTTARA",Uttara
13183,"NUTRITIONIST SHAMSON NAHAR SMRITY , SECTOR 7 , UTTARA",Uttara
13184,"THE PHARMA 360 BD , ZAFRABAD , MOHAMMADPUR",Mohammadpur
13185,"JIHAN JUICE AND , FASTFOOD , PANTHAPATH",Panthapath
13187,"HOUSE-47 , ROAD -11 , SECTOR -13 , UTTARA",Uttara
13190,"HOUSE 5/4 , MOHONPUR ROAD , ABABAR , MOHAMMADPUR",Mohammadpur
13208,"ACHOL , 13 , I BLOCK ROAD 1, BASHUNDHARA R/A",Bashundhara R/A
13210,"TRUST BANK LIMITED , GULSHAN BRUNCH GULSHAN 1, GULSHAN",Gulshan
13211,"NAVANA LA FONTANA,BLOCK A,NIKETON",Niketon
13212,"LATIFA SHARIFF,HOUSE 296,ROAD NO 12,BLOCK C,BASUNDHARA R/A",Bashundhara
13213,"ELEVEN CAFE,ROAD 103,GULSHAN 2,GULSHAN",Gulshan
13214,"DHAKA ELEVATED EXPRESSWAY TOLL PLAZA,BLOCK B,BANANI",Banani
13215,"28,ROAD NO 1,BLOCK A,,BASUNDHARA R/A",Bashundhara
13217,"HOUSE 59/A,ROAD 5,BANANI DOHS",Banani
13218,"STANDARD CHARTERED BANK,GULSHAN 1,GULSHAN",Gulshan
13219,"MANARAT DHAKA INTERNATIONAL SCHOOL & COLLEGE,GULSHAN 2,GULSHAN",Gulshan
13222,"RD 8,SECTOR 6,UTTARA",Uttara
13223,"PALASTINA EMBASSY,GULSHAN 1,GULSHAN",Gulshan
13225,"20 STORIED BUILDING BHABAN NO 2,AGB COLONY,MOTIJHEEL",Motijheel
13228,"NETALOFT,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
13229,"FATEMA ENTERPRISE,ZAFRABAD,MOHAMMADPUR",Mohammadpur
13230,"JAPAN GARDEN CITY,BUILDING 19,FLAT 701,MOHAMMADPUR",Mohammadpur
13242,"MANAMA MODHUMOTI,HOUSE 12,ROAD 18,SECTOR 7,UTTARA",Uttara
13244,"NCC BANK ATM,WEST DHANMONDI",Dhanmondi
13245,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT ROAD,NEW ARPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
13246,"DHAKA MOTORS AND A R ENGINEERING,BLOCK M,BANANI",Banani
13247,"ALEYA VILLA,DHOLIPARA,UTTARA",Uttara
13248,"BANTHAI BARBER & BEAUTY SALON,GULSHAN 1,GULSHAN",Gulshan
13249,"JBS GRAN SULTAN,BLOCK I, BASHUNDHARA R/A",Bashundhara R/A
13251,"SM ENTERPRISE,MALIBAGH MOR,MALIBAGH",Malibagh
13253,"CANTEEN,KAZI NAZRUL ISLAM AVENUE,WIRELESS,PALTAN",Paltan
13254,"PANSHEE,RD 10,DHANMONDI",Dhanmondi
13261,"H 104/3/A,SHER E BANGLA RD,MOHAMMADPUR",Mohammadpur
13263,"JABBAR TOWER,H 42,RD 135,GULSHAN 1",Gulshan
13265,"3M FASHION MIRPUR,EASTERN HOUSING,BLOCK B,MIRPUR",Mirpur
13268,"ANZ PROPERTIES,342,ROAD 114,GULSHAN 2,GULSHAN",Gulshan
13271,"12,ROAD 2,SECTION 12",Mirpur
13278,"PEARL HOTEL ,  BLOCK K , BANANI",Banani
13279,"37/C,ROAD 3,BLOCK D,BASUNDHARA R/A",Bashundhara
13280,"MIGHTY WINGS,BLOCK A,BASUNDHARA R/A",Bashundhara
13282,"FUCHKA BHAI , GULSHAN 2, GULSHAN",Gulshan
13283,"H 276 , RD 14 , BLOCK C , BASUNDHARA R/A",Bashundhara
13287,"LAKE VIEW REGENCY , ROAD 1/A , BLOCK I , BANANI",Banani
13288,"BEST INTERIOR DESIGN COMPANY IN BASHUNDHARA , BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
13292,"FLYGER HOLIDAYS LTD , HOUSE 28/A1 , WESTERN ROAD , BANANI DOHS",Banani
13293,"PADMA AMBULANCE , GULSHAN 2, GULSHAN",Gulshan
13294,"HOUSE 54 , ROAD 9/C , SECTOR 5 , UTTARA",Uttara
13297,"CHAYANEER , SECTOR 4 , UTTARA",Uttara
13301,"3M FASAHION MIRPUR , EASTERN HOUSING , BLOCK B , MIRPUR",Mirpur
13337,"DARUL IHSAN UNIVERSITY , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
13344,"BENGAL HUMAN RESOURCE DEVELOPEMENT,KEMAL ATATURK AVENUE,BANANI",Banani
13360,"ABM JAHAN VILLA , HOUSE 108 , ROAD 8 , MOHAKHALI DOHS , MOHAKHALI",Mohakhali
13371,"SMITH'S CAFFE REGALO , GULSHAN 1 , GULSHAN",Gulshan
13372,"BAREK TEA STALL , MOHAMMADIA HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
13374,"21/10 , BLOCK C , TAJMAHAL ROAD , MOHAMMADPUR",Mohammadpur
13375,"KRAYONS SOURCING LTD , GULSHAN 2 , GULSHAN",Gulshan
13381,"RINKU TELECOM , ADABAR , MOHAMMADPUR",Mohammadpur
13392,"BITS AND BITS CAFE , H 86 , GAUSUL AZAM AVE , SECTOR 14 , UTTARA",Uttara
13395,"SHUNDORBON PARCEL SERVICE , ARAMBAGH , MOTIJHEEL",Motijheel
13396,"TASTE N BEST , ROAD 10 , BLOCK D , NIKETON",Niketon
13401,"MAA GENERAL STORE , IQBAL ROAD , MOHAMMADPUR",Mohammadpur
13414,"MA'HADUL QURANIL KAREEM BANGLADESH , SECTOR 10 , UTTARA",Uttara
13417,"POPULAR DIAGONSTIC CENTER LTD , ROAD 7 , SECTOR 4, UTTARA",Uttara
13419,"BEING STRONG GYM , SECTOR 7 , UTTARA",Uttara
13422,"ABU SAYED'S HOUSE , BAMNARTEK, UTTARA",Uttara
13423,"MONOARA HOSPITAL , 54 , SIDDESHWARI ROAD , WIRELESS , PALTAN",Paltan
13425,"FOUNTAIN , BLOCK B , BASUNDHARA R/A",Bashundhara
13427,"FRIENDS ACCESSORIES , BLOCK H , BANANI",Banani
13433,"PAN DE ASIA RESTAURANT & CONVENTION HALL , SECTOR 7 , UTTARA",Uttara
13439,"MIME INTERNET , KEMAL ATATURK AVENUE , BANANI",Banani
13440,"HOUSE 41 , ROAD 9/B , SECTOR 5 , UTTARA",Uttara
13441,"BITHIKA , H 41 /48/49, HER E BANGLA RD , MOHAMMADI HOUSING LTD , MOHAMMADPUR",Mohammadpur
13447,"SUVASTU SANDHAMALOTI, H 54, RD 28 , GULSHAN 1",Gulshan
13448,"BISMILLAH HAIR CUTTING AC SALOON , HOUSE 4 , ROAD 5 , SECTOR 10 , UTTARA",Uttara
13449,"MEENA BAZAR , RD 27 , DHANMONDI",Dhanmondi
13450,"CHA GHAR , SHYAMOLI , MOHAMMADPUR",Mohammadpur
13453,"HOUSE 24/26 , ROAD 7 , SECTOR 11 , UTTARA",Uttara
13456,"SINHA SALEHA COTTAGE , 241 , FREE SCHOOL STREET , DHANMONDI",Dhanmondi
13457,"HOUSE 03, ROAD 14 , SECTOR 11 , UTTARA",Uttara
13460,"PIZZA HUT , CENTRAL ROAD , DHANMONDI",Dhanmondi
13468,"SARKAR SUPER MARKET,FULBARI,UTTARA",Uttara
13471,"KABAB GHOR,RD 12A,DHANMONDI",Dhanmondi
13476,"RYANS SPA AND HAIRCUT,SECTOR 6M,UTTARA",Uttara
13477,"GOETHE INSTITUTE,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
13479,"SOURCE & CODE SYSTEM,SECTOR 4,UTTARA",Uttara
13481,"GADGET & GEAR,SATMASJID RD,BLOCK F,MOHAMMADPUR",Mohammadpur
13484,"H 34,RD 126,GULSHAN 1",Gulshan
13486,"ASIF HAQUE62,BLOCK F,MIRPUR 2",Mirpur
13489,"RD 10,BLOCK H,BASUNDHARA R/A",Bashundhara
13493,"H 34/B,MOHAMMADI HOUSING SOCIETY,MOHAMMADI HOUSING SOCIETY LTD,
MOHAMMADPUR",Mohammadpur
13495,"AIRPORT ROAD,NEW AIRPORT ROAD,
KURMITOLA,SECTOR 2",Purbachal
13497,"MOYNA DODHI BHANDAR,NOBODOY HOUSING,
MOHAMMADPUR",Mohammadpur
13499,"RD 14,BAITUL AMAN HOUSING,MOHAMMADPUR",Mohammadpur
13502,"175,ROAD 6,BLOCK C,BASUNDHARA R/A",Bashundhara
13504,"NHA GARDEN CITY BUILDING 15 , RING ROAD , SHYAMOLI , MOHAMMADPUR",Mohammadpur
13505,"RD 6,NOBODOY HOUSING,BLOCK C,
MOHAMMADPUR",Mohammadpur
13508,"AIUB BLOCK C GATE,SHAFIAT ROAD,
NORTH KURIL,KURIL",Kuril
13515,"LAILA TOWER,H 21,RD 4,GULSHAN 1",Gulshan
13517,"BASUNDHARA CHANDRIMA,435 A/B,
ROAD NO 17,BLOCK A,BASUNDHARA R/A",Bashundhara
13520,"VIDGYOR COLOUR COAT , GOPIBAG , TIKATULI",Tikatuli
13522,"GRACE HOSPITAL LTD , GREEN ROAD , DHANMONDI",Dhanmondi
13524,"RADIANT FASHION , H 4 , RD 3 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
13525,"FANCY TRAVELER,BLOCK C,BANANI",Banani
13561,"SALMA MANZIL,H 923,MASJID RD,SHAHIDBAG,SHANTIBAGH,MALIBAGH",Malibagh
13572,"RAJONIGANDHA (SAAJAN),BLOCK F,
BASUNDHARA R/A",Bashundhara
13576,"CHIL BRO FASR FOOD & RESTAURANT , SECTOR 14 , UTTARA",Uttara
13577,"THE KITCHEN , DOHS , MIRPUR",Mirpur
13578,"SHAHJALAL INTERNATIONAL STORIED CAR PARKING,
NEW AIRPORT RD",Biman Bandar
13580,"EASTERN UNIVERSITY , RD 5 , DHANMONDI",Dhanmondi
13582,"SAUDIYA DEPARTMENTAL STORE,SECTOR 11,UTTARA",Uttara
13583,"SMART SALOON , ARAMBAG RESIDENTIAL AREA , PALLABI , MIRPUR",Mirpur
