Unnamed: 0,Pickup Point,Pickup Area
316,"ABDUL GHANI LODGE , 23/P , ROAD NO. 2 , BLOCK  D , BASUNDHARA R/A",Bashundhara
318,"CPM ( CENTER FOR PHYSIOTHERAPY AND MOBILITY ) , MALIBAGH RAIL GATE , MALIBAGH",Malibagh
319,"HOUSE 66, ROAD 2, BLOCK A, NIKTEN, GULSHAN",Gulshan
320,"ROAD 131 , DAKKHIN BADDA , GULSHAN",Gulshan
321,"SHIKDER BARI , EASTERN HOUSING , GOLDEN STREET, SHYMOLI, MOHAMMADPUR",Mohammadpur
322,"BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
323,"DEWAN CO , 109, DIT ROAD, MALIBAGH RAIL GATE , MALIBAGH",Malibagh
324,"SABAAH PHARMA , SECTOR 3, UTTARA",Uttara
325,"NILAMBAR CORPORATION,BLOCK F,BANANI",Banani
329,"RD 26, BLOCK L , BASHUNDHARA R/A",Bashundhara R/A
331,"YAGISHITA PALACE , 2 , ROAD 7, SECTION 2",Mirpur
333,"RD 15, BLOCK J , BASHUNDHARA R/A",Bashundhara R/A
334,"SOUTH BADDA ROAD,DAKKHIN BADDA,GULSHAN",Gulshan
335,"CLIFFORD NAFI,H 17,RD 5,KADERBAD HOUSING,MOHAMMADPUR",Mohammadpur
336,"MIRPUR MISSION , 8, SHOROK 2 , SECTION 2",Mirpur
339,"SHEIKH RUSSEL NATIONAL GASTROLIVER INSTITUTE & HOSPITAL,TB GATE ROAD,MOHAKHALI",Mohakhali
341,"ZAMAN TOWER , H 37. 2, CULVERT RD, FAKIRAPOOL",Fakirapool
342,"AVENUE 2 , ROAD 12, H 875, MIRPUR",Mirpur
343,"TOPIA SHARUBA,280,D BLOCK 9 NO ROAD,BLOCK D,BASUNDHARA R/A",Bashundhara
344,"SOFIA GARDEN , 666 & 667 , BLOCK F ROAD 21,  BASHUNDHARA R/A",Bashundhara R/A
346,"DR. SINTHIA CONSULTANT - CLINICAL & AESTHETIC DERMATOLOGY , GULSHAN 2, GULSHAN",Gulshan
347,"ROAD NO. 22, BASUNDHARA R/A",Bashundhara
349,"H 37/L, RD 3, BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
350,"HOMELAND MAHABUB PALACE , HOUSE 295/A SAYEM SOBHAN ANVIR ROAD, BLOCK C , BASHUNDHARA R/A",Bashundhara R/A
351,"EXCLUSIVE APARTMENT,384,AL HAJ ABDUS SOBHAS ROAD,BLOCK B,BASUNDHARA R/A",Bashundhara
352,"UTTARA ENGINEERING COLLEGE,PAPER MILL ROAD,ABDULLAHPUR,UTTARA",Uttara
355,"EMON,H 28/A,RD 1,MOHAMMADI HOUSING LTD,MOHAMMADPUR",Mohammadpur
356,"THE MAJSTIC , ADHUNIK HOSPITAL ROAD, SECTION 12",Mirpur
359,"UNITED HOSPITAL LIMITED CAFE,ROAD 72,GULSHAN 2,GULSHAN",Gulshan
361,"APOLLO HOSPITAL , H 81 , SAYEM SOBHAN ANVIR RD, BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
362,"TRAUMA CENTER & AO ORTHOPADIC HOSPITAL,SHYAMOLI,MOHAMMADPUR",Mohammadpur
364,"SALINA HIT'S , 39/3, ROAD 2, SECTION 12",Mirpur
376,"AIUB CAMPUS, KURATALI, KHILKHET , BASHUNDHARA R/A",Bashundhara R/A
377,"DICA TEX LIMITED,HOUSE 62,ROAD 18,SECTOR 11,UTTARA",Uttara
378,"GOLDEN TULIP THE GRANDMARK DHAKA, BLOCK H, BANANI",Banani
379,"HOUSE 51,ROAD 16,SECTOR 14,UTTARA",Uttara
381,"SN PALACE,H 696,RD 21,BLOCK F,BASUNDHARA R/A",Bashundhara
382,"NEW AL IMAM HOTEL AND RESTAURANT, H 1, TOYENBEE CIRCULAR RD, FAKIRAPOOL",Fakirapool
383,"TRIBUTE HOMES , 35, ROAD 114, GULSHAN 2 , GULSHAN",Gulshan
385,"TITAS PAR INTERNATIONAL,HOUSE 484,ROAD 32,MOHAKHALI DOHS,MOHAKHALI",Mohakhali
387,"gulshan police checkpost, gulshan  avenue, gulshan  2, gulshan",Gulshan
388,"LURASHNA , H 394 395 , RD 21, BLOCK G , BASUNDHARA R/A",Bashundhara
389,"HURDACO INTERNATIONAL SCHOOL,RD 2,BLOCK A,BASUNDHARA R/A",Bashundhara
390,"IRRI , H 103, RD 1,BANANI",Banani
391,"DISH & DESSERT , BLOCK C , BANANI",Banani
392,"ASOI-JV ( TECHNICAL ), BANANI DOHS",Banani
393,"DARMAESTHETICS SKIN & LASER CENTRE, SECTOR  13, UTTARA",Uttara
394,"INSPIRA ADVISORY AND CONSULTING LTD , GULSHAN 1 , GULSHAN",Gulshan
399,"AIR AMBULANCE AND STRETCHER SERVICES ON COMMERCIAL AIRLINES , KEMAL ATATURK AVENUE , BANANI",Banani
400,"HOUSE 37 , LAKE DRIVER ROAD , SECTOR 7,  UTTARA",Uttara
401,"SHORNALI , ROAD 2/A , HOUSE 08 , BLOCK F , BANANI",Banani
402,"APURBA  APSORA GARDENIA ,530, BLOCK F ROAD 17 , BASHUNDHARA R/A",Bashundhara R/A
403,"PLOT 647 , RD 3, BLOCK G , BASUNDHARA R/A",Bashundhara
405,"GEMINI SHOPPING CENTER , KEMAL ATATURK AVENUE , BANANI",Banani
406,"298, BLOCK ROAD 1 , BASUNDHARA R/A",Bashundhara
407,"898, ROAD NO. 17, BASUNDHARA R/A",Bashundhara
408,"CANADIAN UNIVERSITY OF BANGLADESH , 99 , ROAD 11, BANANI",Banani
409,"MAYABI SHARMIN , HOUSE 274 , AL HAJ ABDUS  SOBHAN ROAD , BLOCK  B , BASUNDHARA R/A",Bashundhara
410,"BASHAT ARCHITECTS ENGINEERS , BLOCK F , BANANI",Banani
411,"H 319, AKBAR RD, BLOCK  D, BASHUNDHARA R/A",Bashundhara R/A
415,"MILIMA , 164, ROAD 4, BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
417,"TECHNICHE CONSULTING SERVICES BD, ROAD 01, BLOCK F, BANANI",Banani
418,"70/D,  DOLPHIN GOLI, DHANMONDI",Dhanmondi
419,"6 , ROAD 4, NIKUNJA 2",Nikunja
421,"ROAD NO. 14 , BLOCK A , BASUNDHARA R/A",Bashundhara
424,"RAMNA PS , SAHID CAPTEN MUNSUR ALI AVENUE, WIRELESS, PALTAN",Paltan
425,"PHARMACY , RD 9 , MIRPUR DOHS",Mirpur
426,"H 848, RD 19, BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
427,"BASHUNDHARA PURBACHAL LINK RD , BLOCK J , BASUNDHARA R/A",Bashundhara
428,"KALACHANDPUR MAIN ROAD , BARIDHARA, GULSHAN",Gulshan
429,"GLORIA JEANS COFFEE, ROAD 71, GULSHAN 2, GULSHAN",Gulshan
431,"HONGKONG SHANGHAI TOWER, H108, RD 11, BANANI",Banani
432,"SHANGHAI CHINESE CAFE , RD 11 , BANANI",Banani
433,"469, ROAD NO. 7, BASUNDHARA R/A",Bashundhara
434,"ABDUS SATTAR,28,SECTION 2",Mirpur
435,"OBSTERICAL & GYNAECOLOGICAL SOCIETY OF BANGLADESH HOSPITAL(OGSB HOSPITAL)SECTION 13,MIRPUR",Mirpur
436,"BISHMILLAH ,06 , ROAD 1 , BLOCK D , BASUNDHARA R/A",Bashundhara
440,"RIZ PARK, ADABAR, MOHAMMADPUR",Mohammadpur
441,"THE PRESTIGE MAGAZINE , HOUSE 47 , ROAD 11 , BLOCK H , BANANI",Banani
442,"NORTH END COFEE ROASTERS EVERCARE HOSPITAL,BLOCK E,BASHUNDHARA R/A",Bashundhara R/A
443,"HOUSE 28,ROAD 8,SECTOR 12,UTTARA",Uttara
444,"SETARA BEGUM, H 104, RD 7, MOHAMMADI HOUSING SOCIETY, MOHAMMADPUR",Mohammadpur
448,"334,I BLOCK ROAD 1,BASUNDHARA R/A",Bashundhara
450,"LA GUSTOSA KITCHEN,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
452,"GODULE,102,SARAK 14,KHILKHET,BASUNDHARA R/A",Bashundhara
453,"TULIP MOONLIT,H 333RD 18,BANANI",Banani
455,"SECTOR 8,UTTARA",Uttara
459,"ARSALAM HOTEL AND RESTURENT,14,ROAD 7,DHANMONDI",Dhanmondi
462,"ROAD 3, BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
464,"693, ROAD NO. 1, BASHUNDHARA R/A",Bashundhara R/A
466,"SHAHID TAZUDDIN AHAMED AVENUE, WIRELESS, NIKETON",Niketon
473,"H 490, SHAHID BAKI SARAK, TALTOLA, KHILGAON",Khilgaon
474,"SECTOR 15 WELFARE SOCIETY OFFICE,UTTARA",Uttara
481,"73, ROAD 4, SECTION 12",Mirpur
483,"TENEMENT- 4, H 301/A , BASHUNDHARA RD , BLOCK E, BASHUNDHARA R/A",Bashundhara R/A
484,"KALABAGAN WEST BUS STOP,KALABAGAN OVER BRIDGE,KALABAGAN",Kalabagan
485,"RD 9,SECTOR 10,UTTARA",Uttara
487,"IUB,BLOCK ,ROAD NO 8,BLOCK B,BASUNDHARA R/A",Bashundhara
491,"CREATIVE COMMUNICATION LTD , GULSHAN 1, GULSHAN",Gulshan
492,"ELECTRONIC PLAZA,TOPKHANA,FAKIRAPOOL,PALTAN",Paltan
493,"NUSRAT COSMETICS CORNER & STATIONERY,1,ROAD 3,SECTION 2",Mirpur
498,"H 136/A, RD 1, MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
501,"MEHS CONSTRUCTION CHEMICALS LTD., LANE 5, MOHAKHALI DOHS , MOHAKHALI",Mohakhali
503,"HOUSE 296,ROAD 1,BLOCK F,BASHUNDHARA R/A",Bashundhara R/A
504,"URBAN SOUTHERN HEIGHTS, RESIDENTIAL AREA , DHANMONDI",Dhanmondi
507,"KPMG RAHMAN RAHMAN HUQ , 9 & 5 , BIR UTTAM A. K . KHANDAKAR ROAD , MOHAKHALI ,GULSHAN",Gulshan
509,"AWANA, 22, ROAD 104, GULSHAN 2, GULSHAN",Gulshan
510,"MOSTAFA GARDEN,HOUSE 245,ROAD 6C,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
512,"NIRALA BHABAN , H 1 , RD 2/A , NIKETON",Niketon
513,"H 299, RD 7/A, BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
516,"AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA, SECTOR 2",Purbachal
517,"TELETALK CUSTOMER CARE CENTER , GULSHAN 1 , GULSHAN",Gulshan
518,"286,D BLOCK 9 NO ROAD ,BLOCK D,BASUNDHARA R/A",Bashundhara
520,"JOMIDAR GOLI , WIRELESS, PALTAN",Paltan
521,"IKRAM APPAREL,HOUSE 45,ROAD 27,SECTOR 7,UTTARA",Uttara
522,"H 36,RD 20A,SECTOR 4,UTTARA",Uttara
523,"SILVER WAVE TOURS LTD , BLOCK E , BANANI",Banani
526,"HOUSE 190, RD 02 (NEW ) , AVE 3 , MIRPUR DOHS",Mirpur
527,"SHANTO -MARIAM UNIVERSITY OF CREATIVE TECHNOLOGY ,AVENUE 6 , SECTOR 17 , UTTARA",Uttara
528,"BLISS GARDEN, SECTOR 4, UTTARA",Uttara
529,"GIC EDUCATION LIMITED , GULSHAN 1 , GULSHAN",Gulshan
530,"X INTEGRATED MARKETING AGENCY , HOUSE 40 , ROAD 20, MOHAKHALI DOHS , MOHAKHALI",Mohakhali
533,"GOLLACHUT STUDIOS , IQBAL ROAD, MOHAMMADPUR",Mohammadpur
534,"RAFIJAS CLOSET ,ROAD 17/A , BLOCK E , BANANI",Banani
535,"H 308/4, TILAPARA RD, KHILGAON",Khilgaon
537,"ARAFAT ELECTRONICS ,POST OFFICE ROAD , GULSHAN",Gulshan
540,"ARABIKA COFFEE, GULSHAN 2, GULSHAN",Gulshan
542,"CARD DIVISION ,FIRST SECURITY ISLAMI BANK LIMITED , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
543,"AWAKE CAFE & BISTRO , DHALI FITNESS CENTER ,BASHUNDHARA R/A",Bashundhara R/A
544,"382/B , D BLOCK 9 NO ROAD , BLOCK D , BASUNDHARA R/A",Bashundhara
545,"H 35, SAVE THE CHILDREN , GULSHAN",Gulshan
547,"449, AHMED AKBAR SOBHAN AVENUE , BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
548,"BAILY RITZ , 1 , NEW BAILY ROAD , WIRELESS , PALTAN",Paltan
552,"ORTHO DENT ORTHODONTICS & AESTHETIC DENTAL , SECTOR 13, UTTARA",Uttara
553,"H 18 E , SABRINA SOBHAN 4TH AVE , BLOCK H , BASUNDHARA R/A",Bashundhara
554,"DHAKA MEDICAL COLLEGE HOSPITAL , SECRETARIAT ROAD ,DHAKA , BANGLADESH",Agargaon
556,"RD 7 , BLOCK  I , BASUNDHARA R/A",Bashundhara
557,"H 93/1 , RD 8 , NIKETON",Niketon
558,"92, ROAD 2 NIKETON , BLOCK A, NIKETON SOCIETY, GULSHAN",Gulshan
560,"TORASIN GARDEN, H 286, RD 7/A, BLOCK E , BASHUNDHARA R/A",Bashundhara R/A
561,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1 , AIRPORT ROAD , NEW AIRPORT ROAD ,KURMITOLA , SECTOR 2",Purbachal
563,"AIRPORT ROAD, NEW AIRPORT ROAD, KURMITOLA , SECTOR 2",Purbachal
564,"HOUSE 21, SHAYESTA KHAN AVE, SECTOR 4 , UTTARA",Uttara
568,"OCEAN MESSAGE SPA, GULSHAN 2, GULSHAN",Gulshan
569,"NEED DOLONCHAPA, SECTOR 11, UTTARA",Uttara
570,"ONCON TRAVELS & TOURS, SECTOR 13 , UTTARA",Uttara
571,"RAOWA CONVENTION HALL, MOHAKHALI",Mohakhali
573,"ROAD NO 15, BLOCK A,  BASHUNDHARA R/A",Bashundhara R/A
574,"MA BABAR DUA TEA STORE, ABDULLAHPUR , UTTARA",Uttara
579,"NATIONAL EYE HOSPITAL, RD 14, SECTOR 13, UTTARA",Uttara
582,"H 2/B, RD 138, GULSHAN 1",Gulshan
583,"JAMUNA BANK TOWER . PLOT NO 14 , BLOCK NO CWS ( C) , A K KHONDKAR ROAD , GULSHAN  1 , DHAKA , BANGLADESH",Agargaon
584,"SHANTA VIRTUE, SECTOR 4, UTTARA",Uttara
587,"ASSORT  NAMEER  , 8/I , ROAD NO . 2 , BLOCK D , BASUNDHARA R/A",Bashundhara
588,"NORTH SOUTH UNIVERSITY, BASHUNDHARA R/A",Bashundhara R/A
589,"RD 117 , GULSHAN 1",Gulshan
590,"JAPAN GARDEN CITY , RING RD , MOHAMMADPUR",Mohammadpur
594,"REVOLUTION ON BIKES , RD 10, MIRPUR DOHS",Mirpur
597,"EXCEL ACADEMY , 11, ROAD 7, DHANMONDI",Dhanmondi
599,"MEET 2 EAT , NSU ROAD , BASHUNDHARA R/A",Bashundhara R/A
602,"83, ROAD 13A, BANANI",Banani
603,"LOGIN TECHNOLOGIES  BD LTD , ROAD 7 , GULSHAN 1 , GULSHAN",Gulshan
604,"UNITED COMMERCIAL BANK LIMITED ATM, SHYAMOLI , MOHAMMADPUR",Mohammadpur
606,"H 95 , RD 13 , BANANI",Banani
607,"RAFIQUL HAQUE & ASSOCIATES, MALIBAGH RAIL GATE , MALIBAGH",Malibagh
608,"RD 7 , SECTOR 1 , UTTARA",Uttara
609,"HOUSE 22 , ROAD 9/B, SECTOR 5, UTTARA",Uttara
613,"NARAIL AIR TRAVELS AND TOURS, SECTOR 15, UTTARA",Uttara
615,"BAILEY ROAD OFFICERS COLONY , SAHID CAPTEN MUNSUR ALI AVENUE , WIRELESS, PALTAN",Paltan
617,"PANTHA PATH , DHANMONDI",Dhanmondi
620,"10/12, SIR ALLAMA MUHAMMAD  IQBAL ROAD , MOHAMMADPUR",Mohammadpur
621,"35,BLOCK D,SHER SHAH SURI ROAD,MOHAMMADPUR",Mohammadpur
622,"IEB TENNIS COURTS, MAOLANA BHASANI ROAD, FAKIRAPOOL, PALTAN",Paltan
623,"UNITED HOSPITAL ROAD 71,GULSHAN 2,GULSHAN",Gulshan
625,"AMERICAN INTERNATIONAL UNIVERSITY BANGLADESH , 408/1, ( OLD KA 66/1) , KURATOLI ROAD , KURIL , DHAKA 1229",Khilkhet
626,"MAYER DOA CHOTPOTI AND FUSKA, SECTOR 5, UTTARA",Uttara
627,"HORIZONTAL 2,ROAD 08,PRIYANKA CITY,UTTARA",Uttara
629,"MERAJ NAGAR,DHAKA,BANGLADESH",Agargaon
631,"HOUSE 189, ROAD 6, BLOCK 6, BLOCK J , BASHUNDHARA R/A",Bashundhara R/A
635,"LABAID CAFE,GREEN ROAD,DHANMONDI",Dhanmondi
637,"PROPERTY TYRE , H 38 , LAKE CIRCUS , KALABAGAN",Kalabagan
640,"HOTEL DHAKA GOLDEN INN, BLOCK  K , BANANI",Banani
641,"RD 7,SECTOR 1,UTTARA",Uttara
642,"GREEN LIFE MEDICAL COLLEGE & HOSPITAL PHARMACY, H 32, CRESCENT RD, KALABAGAN",Kalabagan
645,"CHITROGOLPO , MIRPUR DOHS",Mirpur
648,"RAFIQUL HAQUE & ASSOCIATES,MALIBAGH RAIL GATE,MALIBAGH",Malibagh
649,"0H 95,RD 13,BANANI",Banani
654,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 2,AIRPORT ROAD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
659,"AHSANIA MISSION CANCER & GENRAL HOSPITAL,DHAKA ASHULIA HIGHWAY,SECTOR 10,UTTARA",Uttara
661,"LAB AID SPECIALIZED HOSPITAL,HOUSE 6,ROAD 4,DHANMONDI",Dhanmondi
667,"RD 117,GULSHAN 1",Gulshan
668,"327,ROAD NO 14,BLOCK A,BASUNDHARA R/A",Bashundhara
669,"GRAND DHAKA HOTEL , DHAKA MYMENSINGH HIGHWAY , SECTOR 9, UTTARA, DHAKA , BANGLADESDH , UTTARA",Uttara
670,"ASSORT NAMEER,8/I,ROAD  NO 2,
BLOCK D,BASHUNDHARA R/A",Bashundhara R/A
673,"ATTIN ARABIAN RESTAURANT , H 9 , RD 22 , BLOCK  K , BANANI",Banani
675,"MA GENERAL STORE,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
676,"CALIFORNIA FRIED CHICKEN & PASTRY SHOP (CFC) , SECTION 1 , MIRPUR",Mirpur
679,"ZAYAN TOURS & TRAVELS LTD ,  HOUSE  03 , ROAD 17 , BLOCK D , BANANI",Banani
680,"JAMUNA BANK TOWER,PLOT NO 14 BLOCK NO CWS (C),A K KHONDKAR ROAD,GULSHAN 1,DHAKA,BANGLADESH",Agargaon
688,"HOTEL DHAKA GOLDEN INN, BLOCK K, BANANI",Banani
690,"H 30,RD 11,JANATA HOUSING,MOHAMMADPUR",Mohammadpur
692,"PROPERTY TYRE,  H 38 , LAKE  CIRCUS , KALABAGAN",Kalabagan
693,"NORTH SOUTH UNIVERSITY,BASUNDHARA R/A",Bashundhara
696,"NORTH SOUTH UNIVERSITY , BASUNDHARA R/A",Bashundhara
697,"ATTIN ARABIAN RESTAURANT, H 9, RD 22, BLOCK K, BANANI",Banani
699,"GRAND DHAKA HOTEL , DHAKA MYMENSIGH HIGHWAY ,SRCTOR 9, UTTARA , DHAKA , BANGLADESH , UTTARA",Uttara
708,"SOBHANBAG FOOT OVERBRIDGE,MIRPUR RD,SOBHANBAG,DHANMONDI",Dhanmondi
709,"CALIFORNIA FRIED CHICKEN & PASTRY SHOP (CFC), SECTION 1, MIRPUR",Mirpur
711,"NEW AIRPORT FLOWER GARDEN,NEW AIRPORT RD",Biman Bandar
713,"AMERICAN INTERNATIONAL UNIVERSITY BANGLADESH , 408/1 ( OLD KA 66/1), KURATOLI ROAD , KURIL, DHAKA 1229",Khilkhet
714,"10/12, SIR ALLAMA MUHAMMAD IQBAL ROAD, MOHAMMADPUR",Mohammadpur
716,"JAMUNA BANK TOWER , PLOT NO 14 , BLOCK NO CWS(C) , A K KHONDKAR ROAD , GULSHAN 1 , DHAKA , BANGLADESH",Agargaon
718,"SOLITAIRE,HOUSE 55,ROAD 28,GULSHAN 1,GULSHAN",Gulshan
721,"NILIMA 164,ROAD 4,BLOCK D,BASUNDHARA R/A",Bashundhara
722,"MISSION FARHAN,428,ROAD 11,BASUNDHARA R/A",Bashundhara
723,"HAZRAT SHAH JALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT ROAD ,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
732,"CHAYANIR (CHAYANIR), SECTION 13, MIRPUR",Mirpur
733,"HASNA HENA,48,GIRKS SCHOOLD ROAD,DHANMONDI",Dhanmondi
734,"ROAD 3, SECTION 2",Mirpur
735,"JONONI FURNITURE SECTOR,SECTOR 7,UTTARA",Uttara
740,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT ROAD NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
741,"AMITA MINI MART,JASHIMUDDIN AVE,SECTOR 01,UTTARA",Uttara
744,"STATE UNIVERSITY OF BANGLADESH,H 138,MIRPUR RD,KALABAGAN",Kalabagan
745,"GLOBAL ISLAMI BANK.ATM BOOTH,SHYAMOLI,MOHAMMADPUR",Mohammadpur
748,"ALLIANCE HOSPITAL LIMITED,SHYAMOLI,MOHAMMADPUR",Mohammadpur
750,"KHAO SAN,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
756,"IBN SINA PHARMACY , H 48, RD 9A, DHANMONDI",Dhanmondi
761,"PRIYA BHABAN 1,SECTION 2",Mirpur
762,"HOUSE 42, ROAD 25, BLOCK A, BANANI",Banani
763,"ROYAL BUFFET,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
764,"PROTTASHA BRIDGE,DHAKA ASHULIA HIGHWAY,BHATALIYA,UTTARA",Uttara
767,"H 41, RD 2 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",Mohammadpur
804,"TEJGAON REGISTRATION COMPLEXJAAME MOSQUE, LOVE ROAD , EAST NAKHALPARA, NIKETON",Niketon
806,"MOTIJHEEL IDEAL SCHOOL AND COLLEGE OFFICE , MAZAR RD , AGB COLONY , MOTIJHEEL",Motijheel
812,"BEAUTY , 318 , AL HAJ ABDUS SOBHAN ROAD , BLOCK  B , BASUNDHARA R/A",Bashundhara
821,"SOHRAWARDY AVENUE , BARIDHARA , GULSHAN",Gulshan
822,"Z/A , BLOCK D , SALIMULLAH ROAD , MOHAMMADPUR",Mohammadpur
833,"DC BUILDING , MAOLANA BHASANI ROAD , FAKIRAPOOL , PALTAN",Paltan
836,"ALHAZ MD NEWAZ ALI , H 882 , RD 10 , KHILGAON",Khilgaon
837,"HEALTHCARE BODY SPA , GULSHAN 1, GULSHAN",Gulshan
846,"OUTER STADIUM,MILK VITA RD,BLOCK G,MIRPUR 2",Mirpur
847,"17/,BLOCK C,TAJMAHAL ROAD,MOHAMMADPUR",Mohammadpur
854,"LA-BAY SERVICES, BOSILA, MOHAMMADPUR",Mohammadpur
856,"@42, ROAD 1 NIKETON BLOCK A , NIKETON HOUSING SOCIETY , GULSHAN",Gulshan
858,"JAMUNA FUTURE PARK , PROGATI SARANI , BASHUNDHARA R/A",Bashundhara R/A
859,"DUTCH BANGLA BANK,ROAD 2,NIKUNJA 2",Nikunja
861,"AAA ENGINEERS,SECTOR 11,UTTARA",Uttara
863,"H 479, RD 16, BLOCK F , BASUNDHARA R/A",Bashundhara
864,"NAMAPARA,BASHUNDHARA R/A",Bashundhara R/A
865,"POLICE BOX,MANIK MIA AVE,DHANMONDI",Dhanmondi
867,"FUTURE TECHNOLOGY , KEMAL ATATURK AVENUE , BANANI",Banani
868,"AIRPORT ROAD, NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
870,"WHITE SMILE DENTISTRY , ROAD 130, GULSHAN 1 , GULSHAN",Gulshan
871,"WASA,DARUSSALAM,MIRPUR",Mirpur
875,"DAY DREAMERS HQ,SECTOR 17,UTTARA",Uttara
876,"ULAB , H 56 , RD 4A, DHANMONDI",Dhanmondi
877,"ABINTA KABIR FOUNDATION SCHOOL , MADANI  AVENUE , BASUNDHARA R/A",Bashundhara
878,"SARA SIMRAN,H 17,18,RD 5,KADERABAD HOUSING,MOHAMMADPUR",Mohammadpur
880,"HOUSE 52,ROAD 10,SECTOR  6,UTTARA",Uttara
917,"ALBRATOSS EDUCATION,SECTOR 7,UTTARA",Uttara
918,"CRYSTAL PALACE,RD 140,GULSHAN 1",Gulshan
921,"POLWEL CARANATION SHOPPING CENTRE, SECTOR 8, UTTARA",Uttara
923,"GERMAN CLUB , GULSHAN 2 , GULSHAN",Gulshan
924,"BANGLADESH EYE HOSPITAL , SAT MASJID RD, DHANMONDI",Dhanmondi
972,"RUAP,SECTOR 18,UTTARA",Uttara
973,"H 33/6, TAJMAHAL RD , MOHAMMADPUR",Mohammadpur
978,"AFROZA BEGUM ROAD,BASUNDHARA R/A",Bashundhara
981,"92, ROAD 2 NIKETON ,  BLOCK  A , NIKETON HOUSING SOCIETY , GULSHAN",Gulshan
982,"BORAK ZAHIR TOWER,KAZI NAZRUL ISLAM AVE,PANTHAPATH",Panthapath
983,"MAJHAR MISTANNO BHANDAR , H 77 , NORTH SOUTH RD , ALU BAZAR , BANGLADESH",Agargaon
985,"DARUSSALAM TOWER , 59/DA , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI",Mirpur
996,"HOUSE 10,ROAD 4,SECTOR 3,UTTARA",Uttara
998,"AIRPORT MASJID,NEW AIRPORT RD",Biman Bandar
1000,"AZAMPUR BUS STOP,SECTOR 6,UTTARA",Uttara
1002,"H 18,RD 12.SECTOR 5,UTTARA",Uttara
1003,"MERAJ NAGAR, DHAKA , BANGLADESH",Agargaon
1004,"DUTC BANGLA BANK LTD ATM,H 81,SAYEM SOBHAN TANVIR RD,BLOCK E,BASUNDHARA R/A",Bashundhara
1007,"CITY BANK AMERICAL LOUNGE,NEW AIRPORT RD",Biman Bandar
1008,"RAYMOND CUSTOM BESPOKE, GULSHAN 2, , GULSHAN",Gulshan
1009,"CONFIDENCE TOWER,H 5/KHA,SAT MASJID RD,BLOCK F,MOHAMMADPUR",Mohammadpur
1012,"KAMPAI DHAKA , ROAD 35, GULSHAN 2, GULSHAN",Gulshan
1014,"POLWEL CARNATION SHOPPING CENTRE,SECTOR 8,UTTARA",Uttara
1015,"EAGLES DANCE COMPANY, ROAF 03 , BLOCK -B , NIKETON",Niketon
1016,"BASIC COMFORT,ROAD 03,SECTOR 10,UTTARA",Uttara
1017,"NAVANA REAL ESTATE LTD, GULSHAN 2, GULSHAN",Gulshan
1018,"SHAHI MITHAI,H 27,NAZIMUDDIN RD,BEGUM BAZAR,CHAWKBAZAR",Chawkbazar
1019,"RD 10 BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
1020,"MUTUAL TRUST BANK,AIRPORT  ROAD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
1021,"THE H HOTEL , GULSHAN 2, GULSHAN",Gulshan
1023,"ROAD 1, BLOCK D, BASHUNDHARA R/A",Bashundhara R/A
1025,"STANDARD BANK LTD,SONARGAON JANAPATH,SECTOR 13,UTTARA",Uttara
1026,"CAMERICH , KAMAL ATATRUK AVENUE, GULSHAN 2, GULSHAN",Gulshan
1027,"THE EAST INDIAN EATERY,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
1028,"H,I POWER REFRIGARETIONSECTOR 11,UTTARA",Uttara
1032,"ABDULLAHPUR BERIBADH CIRCLE,IC MEDICAL RD,UTTARA",Uttara
1038,"HOUSED 33, ROAD 1, SECTOR 11, UTTARA",Uttara
1039,"INDULGE,GULSHAN 2,GULSHAN",Gulshan
