location,coordinates,latitude,longitude,geometry,grid_label
"FELINE TECH , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
"RIFAT DAIRY MILK,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"ALLIANCE HOSPITAL LIMITED , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"H 654 , RD 14 , ADABOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 61, GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,POINT (90.4023902 23.794705500000003),R21C22
"G/9 , BASH BARI ROAD , MOHAMMDPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"4/3, ZAKIR HOSSAIN ROAD , MOHAMMADPUR","(23.756423, 90.3674809)",23.756423,90.3674809,POINT (90.3674809 23.756422999999998),R20C21
"TAMAL SERVICE CENTER , PIRERBAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"THE MIRROR A TASTE OF FUSION CUISINE , ROAD 8 , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MUSLIM BAZAR MIRPUR 12 PALLABI , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"10/A, ROAD 1, ABDUL RAFIQ HOUSING , ADABAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H-153 R-5 BLOCK-C , BLOCK C , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ABAHANI CLUB LIMITED,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"KAZI BARI , H 167, RD 19 , SOUTH BANASREE PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
"DIAMOND HOTEL AND RESTAURANT,WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"EAST WEST MEDICAL COLLEGE AND HOSPITAL,RD 1,BHATALIYA,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RD 9 BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOMINUL MAMAR HASH CHAPTI , SECTOR 12 PURBACHAL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"COSMOPOLITAN SCHOOL & COLLEGE ,  BHATULIYA , TURAG","(52.5277534, 13.4062933)",52.5277534,13.4062933,POINT (13.406293300000048 52.527753400000016),R1318C-807
"SOUTH GAWAIR TETUL TOLA MOR , SOUTH GAWAIR , ASHKONA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ZUNIZAY , HOUSE 304/7, NSU DRIVEWAY , BLOCK B , BASHUDNHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"76,GIRLS SCHOOL ROAD,DHANMONDI","(23.7505489, 90.3828733)",23.7505489,90.3828733,POINT (90.3828733 23.7505489),R20C22
MENTORS BANANI & BRITISH COUNCIL IELTS TEST VENUE BLOCK E,"(40.82472, 19.83917)",40.82472,19.83917,POINT (19.839169999999605 40.824720000000326),R1081C-1095
"DARUSSALAM TOWER,MIRPUR ROAD","(23.7784362, 90.3560408)",23.7784362,90.3560408,POINT (90.3560408 23.7784362),R21C21
"LAB AID SPEICIALIZED HOSPITAL,HOUSE 6,ROAD 4,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"D BLOCK 6 NO ROAD,BLOCK D,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BIRULIA BRIDGE , DEUNI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RENAISSAMCE DHAKA GULSHAN HOTEL , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"13/A , KAMAL ATATURK , GULSHAN 2 , GULSHAN","(23.7937617, 90.4065492)",23.7937617,90.4065492,POINT (90.4065492 23.793761699999994),R21C22
"H 153, SHANTINAGAR RD , RAJARBAG , MALIBAGH","(23.7393386, 90.4150796)",23.7393386,90.4150796,POINT (90.41507960000001 23.739338599999993),R20C22
"M RAHMAN ELECTRIC , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"VILLA DE JAFAR , BLOCK A, AFTABNAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 184, ATISH DIPANKAR RD , BASABO","(23.7259354, 90.4286922)",23.7259354,90.4286922,POINT (90.4286922 23.725935399999997),R19C23
"SMART RENT A CAR , SECTION 13 , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"OFFICERS CLUB,BAILY RD","(23.7423245, 90.4050489)",23.7423245,90.4050489,POINT (90.40504890000001 23.74232449999999),R20C22
"AMZ HOSPITAL , SHADHINOTA SARANI NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"JAMAL STORE , BAKSHI BAZAR , OLD DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"MITALY BHABAN,365/1,NOTYJ PERERBUUG,MUKTI HOUSING,DOKKHIN MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,POINT (91.0612 23.47172),R14C35
JAPASTY SAKURA HEIGHTS,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TENEMENT 4,H 301/A, BASUNDHARA R/A,BLOCK E,BASUNDHA R/A","(0.96675, 33.82622)",0.96675,33.82622,POINT (33.82622000002939 0.9667499999858219),R-464C-1572
HAZRAT SHAHJALAL INTERNATIONAL AIRPRT,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KABAB HOUSE , TALTOLA KHILGAON","(23.7457861, 90.4278083)",23.7457861,90.4278083,POINT (90.4278083 23.745786099999997),R20C23
"TRIPTALOY H 4/3, SALIMULLAH RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"MASTER BARI KHOJETABAG , MASTER BARI TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
"PIN POINT PHOTOGRAPHY , NIKETON , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"DHAKA MYMENSINGH HIGHWAY , SECTOR 4 , UTTARA","(23.8775898, 90.4012724)",23.8775898,90.4012724,POINT (90.4012724 23.877589800000006),R23C22
"PALTON TOWER , H 65 , PURANA PALTAN LN , SHANTI NAGAR , MOTIJHEEL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"34/8 PALLABI , PALLABI , MIRPUR 12","(23.8262565, 90.3611751)",23.8262565,90.3611751,POINT (90.3611751 23.826256499999996),R22C21
"ADD EUPHORIA , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"THOLAY-THOLAT , SHAH ALI BAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
17/19 HORICHARON RAY ROAD FORIDABAD DHAKA 1204,"(23.7011, 90.4263)",23.7011,90.4263,POINT (90.4263 23.701099999999997),R19C22
"ROAD 5 BLOCK B , NIKETON HOUSING SOCIETY , NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 10,BLOCK C,BASHUNDHARA","(23.8220479, 90.4274078)",23.8220479,90.4274078,POINT (90.4274078 23.8220479),R22C23
"JAMUNA GROUP HEAD OFFICE , JAMUNA FUTURE PARK , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"HASAN KHAN IT LIMITED , SECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"THE GREEN LOUNGE,RUPAYAN TRADE CENTER,BANGLAMOTOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHANTINAGAR BUS STOP , NEW BAILY RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MADHURIKA,SHAHID MANNAN LINE,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,POINT (90.40556 23.824439999999996),R22C22
"TRIBUTE HOMES, 35, ROAD 114, GULSHAN 2, , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"MEHEDI ALI IMAM ROAD ., GULSHAN1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"H 168, WAPDA RD , WEST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,POINT (90.42051 23.76261),R20C22
SHEWAPARA BUS STAND,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CEMEX KRISHNACHURA,ADABAR,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"ETERNAL BLISS SPA,GULSHAN AVENUE,NIKUNJA 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ROWJATUS,SALIHATH MOHILA MADRASHA,SECTOR 11,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"JAMILA TOWER , 93/1 INDIRA ROAD , TOLLABAG DHAAL","(24.7204, 88.52302)",24.7204,88.52302,POINT (88.52302000000002 24.720399999999998),R42C-16
"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1 , AIRPORT ROAD, NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","(43.99329, -107.94926)",43.99329,-107.94926,POINT (-107.94925999999998 43.99329000000004),R2475C411
"BALUGHAT , DHAKA , BANGLADESH","(24.60171, 90.16315)",24.60171,90.16315,POINT (90.16315 24.601710000000004),R39C18
"SULTANA RAZIA SCHOOL,ARSHINAGAR,WASHPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ANWARA DEMARK , TIPU SULTAN RD , WARI","(23.71667, 90.41667)",23.71667,90.41667,POINT (90.41667 23.716669999999997),R19C22
"PRIANGON SHOPPINGH CENTER,MIRPUR RD,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"DHAKA CITY COLLEGE,H 5,RD 2,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"STARPATH HOLDINGS LIMITED , LAKE VIEW HOUSE , HOUSE 12 , ROAD 137 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"10 , BADDA GIRLS SCHOOL ROAD , DAKKHIN BADDA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"DNS GROUP , H 5 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"CP FIVE STAR , H 19 , RD 14 , SECTOR 14 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BISHNURPRIYA HOTEL,TATI BAZAR,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,POINT (89.25166 25.74664),R65C0
"MONER BONDHU , BLOCK B , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,POINT (88.45688 24.433739999999997),R36C-17
"7/1 , GIRLS SCHOOL  ROAD , DHANMONDI","(23.7505489, 90.3828733)",23.7505489,90.3828733,POINT (90.3828733 23.7505489),R20C22
"AARONG , RD 11 , BANANI","(23.7901076, 90.4107286)",23.7901076,90.4107286,POINT (90.4107286 23.790107600000002),R21C22
"SHAHID MINAR ROAD , SIDDIKBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GABTALI BUS TERMINAL,GABTALI","(23.96399, 90.65082)",23.96399,90.65082,POINT (90.65082 23.963989999999995),R25C27
"RD 12,BLOCK F, BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"21/10 , BLOCK C , TAJMAHAL ROAD , MOHAMMADPUR","(23.7646931, 90.3613414)",23.7646931,90.3613414,POINT (90.3613414 23.764693099999995),R20C21
"SQUARE HOSPITAL , INDIRA ROAD , RAZA BAZAR","(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
"S POINT REGULAR SHOP , TA 203, SCHOOL RD , SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"AHMED AKBAR SOBHAN AVE,BLOCK F,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MARIYA STORE,SARULIA,DEMRA","(23.70992, 90.45456)",23.70992,90.45456,POINT (90.45456 23.709919999999997),R19C23
"RD 4 , PALLABI EXTENTION , PALLABI","(23.825, 90.37)",23.825,90.37,POINT (90.37 23.824999999999992),R22C21
"DESHSHOP,AHMED NAGAR,MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"VBIM REAL ESTATE BD, SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"HOUSE 11,ROAD 22,BLOCK K,BANANI,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"KHAAS FOOD,KHILGAON,CHOWDHURY PARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"42, ROAD 15A , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"REHANA MONJIL , 200/A UTTAR SHYAMOLI , PASCHUM AGARGAON , SHYAMOLI ROAD NO 2 , MUKTU HOUSING , UTTAR SHYAMOLI , PASCHIM AGAR","(53.35222, -7.20167)",53.35222,-7.20167,POINT (-7.201670000000011 53.35221999999999),R1661C-786
"SHAH ALI BAG RD , SHAH ALI BAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"ABC GENERALS GLORY,BANANI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TAKEOUT,H 35,RD 17,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 59, KALALBAGAN 1ST LN ,. KALABAGAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KAZIBARI MASJID , MASJID RD , KURIL","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 957/1, PARTY HOUSE RD , RAJARBAG , SHANTIBAGH ,MALIBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BAILY STAR,NEW BAILY RD","(23.7416293, 90.4100165)",23.7416293,90.4100165,POINT (90.4100165 23.741629299999992),R20C22
"PIZZA WALY , LAKE DRIVE ROAD , MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"IDB BUS STOP , BEGUM ROKEYA SARANI , AGARGAON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DHAKA COMMERCE COLLEGE , MIRPUR 2","(23.806746, 90.3529347)",23.806746,90.3529347,POINT (90.3529347 23.806746),R21C21
"JABER PHARMA , 391, ROAD 6 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"SEA SHELL SERVICE ROAD,KURMITOLA,SECTOR 3","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HABIB BANK LTD,H 67,DILKUSHA RD,DILKUSHA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MUGHAL KABAB HOUSE,ROAD 27,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"H 405,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"H 71 , NAZIMUDDIN RD , NIJHUM R/A , HAZARIBAG","(23.66603, 90.44659)",23.66603,90.44659,POINT (90.44659 23.66603),R18C23
"17,ANANDA ROAD,UTTOR KAFRUL,PURBA KAZIPARA","(25.74623, 89.0251)",25.74623,89.0251,POINT (89.0251 25.746230000000008),R65C-5
"ISLAMI BANK. ITD , DANIA CLUB ROAD , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"H 211 , RD 4 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"KHONDOKAR VILLA , 25 , MITALI HOUSING SOCIETY , SOUTH KAFRUL , POSHCHIM KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,POINT (90.37359 23.788219999999995),R21C21
"DOCTOR GOLI,MALIBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SAHKS CORPORATION , MOHAKHALI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"POLLI BIDYUT BUS STOP,DHAKA TANGAIL HIGHWAY,CHANDRA,1751","(24.0378147, 90.2558881)",24.0378147,90.2558881,POINT (90.2558881 24.037814700000002),R26C19
"PLOT 302 , NSU RD , BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BTI CHESTNUT,BLOCK B,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KAZI ENTERPRISE , SHANTIBAGH , MALIBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAJAHANPUR ROAD,FAKIRAPOOL,SHAJAHANPUR","(24.76667, 89.4)",24.76667,89.4,POINT (89.4 24.766669999999998),R43C2
"DINGI RESTAURANT , RD 8/A, DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"SHAHABUDDIN PLAZA , ADABAR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"M/S . MONIR ENTERPRISE , BLOCK E , BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOMIN KHABAR HOTEL , ZOO RD, MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"CIVIL AVIATION C TYPE QUARTER , NEW AIRPORT ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PREM'S COLLECTION , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"62 PARK ROAD , REBECCA APARTMENTS , APT 7","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"basic haque tower, h 580 , rd 7 , adabor","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DAKKHO , MALIBAGH RAIL GATE , MALIBAGH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"740,AFROSA BEGUM ROAD,BASUNDHARA R/A,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"SOBHANBAG JAME MASJID , MIRPUR RD , SOBHAN BAG , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"NONDO SHOE MAKER , SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"FARMGATE METRO RAIL STATION , DHAKA","(23.7587815, 90.3879729)",23.7587815,90.3879729,POINT (90.3879729 23.758781499999994),R20C22
"H 36, RD 4 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"BIMAN HOLIDAY- PREMIUM LOUNGE , HAZRAT SHHAJALAL INTERRNATIONAL AIRPORT KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JCX BUSINESS TOWER,8 NO ROAD,BLOCK D,BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"INDEPENDENT UNIVERSITY BANGLADESH (IUB) , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"FATEMA FRUITS,NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"H 961 , RD 13 , BLOCK G , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHOHAG ENTERPRISE , GAZI GOLAM DASTAGIR RD , ARAMBAG","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NORTH END COFFEE ROASTERS LK TOWER 2 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"NEW MUKTI  PHARMACY,B K DAS RD,FARASHGANJ","(22.85938, 90.90589)",22.85938,90.90589,POINT (90.90589 22.859380000000005),R0C32
"D BLOCK 7 NO ROAD , BLOCK D , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RAINKHOLA CIRCLE,MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"42 , ROAD NO 1 , BLOCK A , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ZASS GROUP , ROAD 26 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"RD 3 A,NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 6 , ROAD 9 , BLOCK G , BANANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"BR TOWER , BLOCK M , BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"THE H HOTEL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"GOLD DIGITAL PHOTO EXPRESS , LALBAGH ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"IMANI'S DREAM , SECTOR 17 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"SADIA GENERAL STORE,SATTOLA SCHOOL RD,MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAYAN PHARMACY , 351/2, LANE 6 , SENPARA PARBATA , PURBA KAZIPARA","(25.74623, 89.0251)",25.74623,89.0251,POINT (89.0251 25.746230000000008),R65C-5
"CRYSTAL PALACE , SOUTH MOLLARTEK , DAKKHINKHAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BROTHERS FURNITURE LTD,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"STAR FURNITURE , DHAKA TANGAIL HIGHWAY , MOUCHAK , 1751","(24.0333, 90.2833)",24.0333,90.2833,POINT (90.2833 24.033299999999997),R26C20
"THE WESTIN DHAKA , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BANDAR , BANDAR , NARAYANGANJ","(23.6141663, 90.5128143)",23.6141663,90.5128143,POINT (90.5128143 23.614166299999997),R17C24
"MOGHBAZAR MOR JAME MASJID , NOYATOLA RD , MOGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"11/F , ROAD NO . 17 , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"OVI'S HOUSE , BLOCK G , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 15/5, CHAMELIBAG RAJARBAG","(23.73828, 90.43947)",23.73828,90.43947,POINT (90.43947 23.738280000000003),R20C23
"VA EVERYDAY, 1/16,BLOCK B,HUMAYUN ROAD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"GATE 5 , MONIPURIPARA , BEGUM ROKEYA SARANI , MONIPURIPARA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
BRTC BUS COUNTER FULBARIA BUS COUNTER,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SWISS BAKERY , H 1/C , NEW  BAILY RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ISLAMI BANK , SAARC, SONARGAON CIRCLE , KAWRANBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JAMUNA FUTURE PARK ENTRY WAY,PROGATI SARANI,BASUNDHARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JATRABARI CHOURASTA MOR , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"SUPER KABAB & COFFEE,PARIBAGH,
SHAHBAGH","(24.9101175, 67.0464247)",24.9101175,67.0464247,POINT (67.0464247 24.910117500000002),R99C-461
"HOUSE 17 , ROAD 65 , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"KODOM ALI SUPER MARKET , MAWNA KALIAKAIR RD , FULBARIA 1740","(24.06077, 90.59398)",24.06077,90.59398,POINT (90.59398 24.060769999999998),R27C26
AD DIN HOSPITAL RD MOGHBAZAR,"(23.65, 90.58)",23.65,90.58,POINT (90.58 23.650000000000002),R18C26
"NAVANA GROUP , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
"SHAFIPUR BAZAR, DHAKA TANGAIL HIGHWAY, MOUCHAK , 1751","(24.0333, 90.2833)",24.0333,90.2833,POINT (90.2833 24.033299999999997),R26C20
"SUNBEAMS SCHOOL, ROAD 12 , SECTOR 10, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"DHAKA AIRPORT RAILWAY STATION, DHAKA MYMENSINGH HIGHWAY","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CHOTO BERAID,100 FEET ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SIGNBOARD BUS STOP , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"REBU VILLA,KHILBARIR TEK,SHAJADPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ARCADE TOWER , SHIDDHESWARI ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JUYEL STORE , BIBIR BAGICHA , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"JATRA BIROTI,HOUSE 63,ROAD 17/A,BLOCK E,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
