location,coordinates,latitude,longitude,geometry,grid_label
"H 48, NEW EASKATONRD, NEW EASKATON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UNIQUE REGENCY HOTEL DHAKA , BLOCK C, BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 23, ROAD 2, BLOCK G , BANASREE PROJECT","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MALONCHO COMMUNITY CENTER, DHAKA CHITTAGONG HIGHWAY , WEST JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"NILKHET BOOK MARKET, BABUPURA NILKHET","(23.7327906, 90.3854501)",23.7327906,90.3854501,POINT (90.3854501 23.732790599999998),R20C22
"SANTI NIBAS,SOUTH MONIPUR,MIRPUR 2","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"SUMO TECH ENTERPRISE,MASJID RD,NAYA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
SYDABAD BUS STAND,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANANI CLUB,RD 1,BANANI","(23.7927316, 90.4069139)",23.7927316,90.4069139,POINT (90.4069139 23.792731599999996),R21C22
"HABIB ENTERPRISE 9,SENPARA PARBATA,SECTION 13","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TAREK ASSOCIATES BIR UTTAM CR DUTTA ROAD,WEST BANGLAMOTOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BLUNEL , MONESHWAR ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"SS FASHION BD , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RELAX MATS , BLOCK B , BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
CHA AR UTHSON SECTOR 4 UTTARA,"(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
EASTERN MOLLIKA SHOPPING COMPLEX,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CHADPUR BOOK CENTER,NILKHET,NEW MARKET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HANIF & ARIF,CHARTERED ACCOUNTANTS,GULSHAN 2,GULSHAN","(39.21667, 39.1)",39.21667,39.1,POINT (39.10000000000005 39.216669999999986),R696C-863
"H 35, SAVE THE CHILDREN , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ARISTOCRAT TOUR & TRAVELS , 10, AVENUE 1, SECTION 2","(47.54007, 1.50525)",47.54007,1.50525,POINT (1.5052499999999533 47.54006999999988),R1524C-971
"DOULAT PALACE , H 18 , RD 12 , SECTOR 1 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MUL 10 BLOCK B , MIRPUR 6","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"PALLABI POST OFFICE,PALLABI POST OFFICE,BLOCK B,MIRPUR 7","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"DOLONCHAPA , SECTOR 18 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MITHAI SHEKHERTEK 2 , SHEKHERTEK , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"FAMILYMART , BADDA GIRLS SCHOOL ROAD , DAKKHIN BADDA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"18/G , BJRI COLONY ROAD , DHANMONDI","(23.7568903, 90.3780732)",23.7568903,90.3780732,POINT (90.3780732 23.7568903),R20C22
"NOBO NIR , BABAR RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"AIRPORT FURNITURE , ASHKONA, DAKKHINKHAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ASSURE KAPOTI , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MUKHRUCHI RESTAURANT,BLOCK D,MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"HAWKER FARUK BANDHU AT DHANMONDI,DHAKA,WEST","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KAZI BARI , H 5 , RD , AFTAB NAGAR PROJECT , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"BELLISIMO BY BUSHRA,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"HOUSE 21,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KMART SUPER SHOP,39,LAKE CIRCUS ROAD,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"PORANBAZAR , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"KINH PALACE , H 25/1 HAZI AFSARUDDIN RD , WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"32, ROAD 11, SECTION 2","(22.8933377, 91.5339391)",22.8933377,91.5339391,POINT (91.5339391 22.8933377),R1C45
"FARIA GENERAL STORE , ABDULLAHPUR ATIPARA RD , GOALTEK , DAKSHINKHAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KING OPTICS , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BEUATYCRAFT BD,BLOCK H,BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KHILGAON MODEL COLLEGE , SHAHID BAKI SARAK , KHILGAON , SHHJAHANPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LANKAN ALLIANCE FINANCE LIMITED,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"patwary homeopathic hall , serulia demra","(23.70992, 90.45456)",23.70992,90.45456,POINT (90.45456 23.709919999999997),R19C23
"LAB AID PHYSIOTHERAPY CENTER(DR SADIK PHYSIOTHERAPIST),SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"AHSANIA MISSION CANCER & GENERAL HOSPITAL , DHAKA ASHULIA HUGHWAY , SECTOR 10, UTTARA","(23.8036477, 90.3773328)",23.8036477,90.3773328,POINT (90.3773328 23.803647699999992),R21C22
4.56,"(24.4769288, 90.2934413)",24.4769288,90.2934413,POINT (90.2934413 24.476928799999996),R36C20
"NSU FEMALE LOUNGE,BLOCK B,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUS 23, ROAD 1 , BLOCK K , BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,POINT (90.42117 23.802539999999997),R21C22
UTTARA SECTOR 5 WELFARE SOCIETY,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"tea stall , muktijoddha abdul salam rd, fakirapool","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"XIAN RESTAURANT,H 212,ELEPHANT RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOJAR TV, OUTER CIRCULAR RD, KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,POINT (90.42533 23.737229999999993),R20C22
"UCB BANK , GULSHAN AVE , GULSHAN 2","(23.7954374, 90.4156549)",23.7954374,90.4156549,POINT (90.4156549 23.795437399999994),R21C22
"DALIM JORI HOUSE , MONESHWAR ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
BARIDHARA DIPLOMATIC  ZONE,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOTEL TINSON , MIDDLE BASHABO","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 207 , HASEN UDDIN RD , NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"ZERO HOUR BITES,ROAD 14/A,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"OMNI CARE PHARMACY,SHEWRAPARA,MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"BEST WESTERN PLUS MAPLE LEAF , SECTOR 1 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"PEOPLES CARE,HOSPITAL,BLOCK J,BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,POINT (90.42117 23.802539999999997),R21C22
"INDIAN HOT MASALA,PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BASHIR UDDIN RD , KALABAGAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JATRABARI BANGLADESH LIMITED KEMAL ATATRUK AVENUE , BLOCK E , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CHAYABITHI JAME MASJID , CHAYABITHI , EASTERN HOUSING , MIDDLE BASABO","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MARWA KABAB AND RESTAURANT,H 2/B,RD 13,NIKUNJA 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"AFRA PHARMACY , 112 , ROAD NO 8 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR","(23.7586628, 90.3557782)",23.7586628,90.3557782,POINT (90.3557782 23.7586628),R20C21
BAITUS SALAT KUWETI MOSQUE,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BAYLEAF RESTAURANT , 2 , ROAD 5 , SECTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"JOYPARA UNIVERSITY COLLEGE , COLLEGE RD , DOHAR , SUBDISTRICT , 1330","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 04,ROAD18,SECTOR 12,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"IRANIAN INTERNATIONAL SCHOOL,RD 3,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"UMM CAFE , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"CITY INTERNATIONAL SCHOOL , HIRAJHEEL RD , HIRAJHEEL , SHIDDHIRGANJ , NARAYANGANJ, 1361","(23.8333, 90.3333)",23.8333,90.3333,POINT (90.3333 23.8333),R22C21
"ANZ SPRING FIELD , 213/KA , GULSHAN TEJGAON LINK ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BASHUNDHARA  D BLOCK , SERVICE ROAD , BLOCK D , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,POINT (-0.5000000000024625 38.49999999999856),R1591C-1262
"CONCORD CENTER , ROAD 52 , GULSHAN NORTH AVENUE , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"COLONY RD,JIGATALA","(23.7262311, 90.3872494)",23.7262311,90.3872494,POINT (90.3872494 23.726231099999993),R19C22
"MOLLA BARI . DHAKA , BLOCK H , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LIGHTHOUSE INTERNATIONAL SCHOOL ( LIS ) , ROAD 23 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"NINAKABBO, BIR UTTAM MIR SHAWKAT SARAK, EAST NAKHALPARA, NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
LAZ PHARMA UTTARA 1 BRANCH,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"VIBES WEIGHT LOSS, SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KINDRED FOOD GARDEN BANANI, BLOCK C","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GULSHAN CENTRAL MASJID(AZAD MASJID)3,ROAD 36,GULSHAN 2,GULSHAN 2","(23.7901058, 90.4145785)",23.7901058,90.4145785,POINT (90.41457850000002 23.7901058),R21C22
679 MASHJID ROAD SENPARA PARBATA PURBA KAZIPARA,"(25.74623, 89.0251)",25.74623,89.0251,POINT (89.0251 25.746230000000008),R65C-5
"RD 16,RUPNAGAR,PALLABI","(23.825, 90.37)",23.825,90.37,POINT (90.37 23.824999999999992),R22C21
"SRI SRI KALI MANDIR,KOLTABAZAR,SUTRAPUR","(24.87536, 90.20064)",24.87536,90.20064,POINT (90.20064 24.87536),R45C18
"H 16 , RD 2 , AFTAB NAGAR PROJECT , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"HOUSE 109,ROAD 13A,BLOCK C,BANANI DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"IBN SINA SPECIALIZED HOSPITAL , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"ANWER KHAN MODERN MEDICAL COLLEGE HOUSE NO 17, ROAD 8 , DHANMONDI","(23.745296, 90.3819718)",23.745296,90.3819718,POINT (90.3819718 23.745295999999996),R20C22
"95,ROADD 12,BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NEW ESKATON RD , PARIBAG , RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
ABEDIN VILLA H 187/B JHEELPAR RD KHILGAON,"(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"H KA 77/A,LB 8/B,BARIDHARA DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
SHAHJALAL INTERNATIONAL AIPORT DOMESTIC TERMINAL,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"COZMO CAFE & BISTRO , BLOCK G , BASHUNDHARA R/A","(33.3247371, 44.4516787)",33.3247371,44.4516787,POINT (44.4516787 33.32473710000003),R488C-864
"NIKETON CENTRAL JAME MASJID,RD 4,BLOCK A,NIKETON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KHALEQUE GAS STATION , KALYANPUR","(23.78134, 90.35697)",23.78134,90.35697,POINT (90.35697 23.781340000000004),R21C21
"STAR CINEPLEX , BASHUNDHARA CITY PANTHAPATH , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
NORTH SOUTH UNIVERSITY (NSU0,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"EMK CENTER, GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"UNITY AID HOSPITAL,SOUTH BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
NOBODOY BLOCK C JAME MASJID NOBODOY HOUSING SOCIETY MOHAMMADPUR,"(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"HANG 10 BURGERS BLOCK A, MIRPUR12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"AL ARABIAN CAKE & SWEETS,BIR UTTAM  A K KHANDAKER SOROK,MOHAKHALI","(23.763235, 90.3622712)",23.763235,90.3622712,POINT (90.3622712 23.763234999999998),R20C21
"QUANTUM SANAM , HOUSE 15 , ROAD 8 , SECTOR9 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RD 5,SECTOR 5,UTTARA","(23.8699122, 90.3874414)",23.8699122,90.3874414,POINT (90.3874414 23.8699122),R23C22
"GULF INTERNATIONAL ASSOCIATES LTD,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"SHEIKH JAMAL DHANMONDI CLIB LTD , RD 8 , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"AVENUE 2, ( BRINDABON ROAD ) MIRPUR DOHS , MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"PREMIER BANK LTD , RD 2/B , NATUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
"GUIDENCE CADET COACHING (GCC) SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"SHWAPNO 2,KAZIPARA,MIRPUR","(23.8021269, 90.3620849)",23.8021269,90.3620849,POINT (90.3620849 23.802126899999994),R21C21
"KAWLAR BAZAR JAME MASJID , SHIYALDANGA RD , KAWLAR BAZAR DAKSHINKHAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"FURSAN AIR , BLOCK A , MIRPUR 10","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"AIUB CAMPUS,KURTALI,KHILKHET, BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PALASHI , LALBAGH","(23.7263929, 90.3866214)",23.7263929,90.3866214,POINT (90.3866214 23.726392899999997),R19C22
"NOOR JAHAN POWER  COMPANY , GREEN ROAD , DHANMODNI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ROAD NO 11, KALLYANPUR  , DARUSSALAM , 1000","(23.729, 90.4112)",23.729,90.4112,POINT (90.4112 23.728999999999996),R19C22
"S R PLAZA,HOUSE 137/10,MIRPUR ROAD,SHAHID BUDDHIJIBI GRAVEYARD,MIRPUR 1","(28.02271, 69.54886)",28.02271,69.54886,POINT (69.54886 28.02271),R161C-393
"RAHIM COTTAGE , H 10 /12, IQBAL RD , MOHAMMAFDPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ZIGATOLA BUS STAND,JIGATOLA,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
HEALTH AND HOPE SPECIALIZED HOSPITAL PANTHAPATH,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"6/7, MIRPUR ROAD , DHANMONDI R/A , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,POINT (90.36538 23.77438),R21C21
"H 27 , RD 1 , MOHAMMADPUR HOUSING LTD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"KIBRIA FILMS, NEW ESKATON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MARBELLA ULTRA LOUNGE,BLOCK E,BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"STAR HOTEL & KABAB RESIDENTIAL AREA , DHANMONDI","(-36.9450247, 174.8448364)",-36.9450247,174.8448364,POINT (174.8448363999969 -36.94502470000218),R-2268C1445
"city battery and tyre co , h 223, green rd","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MUSLIM BAZAR,BLOCK D,MIRPUR 12","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"US BANGLA AIRLINES,SHAHID COLONER GULZAR UDDIN RD,BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,POINT (90.42117 23.802539999999997),R21C22
"IPORT AVIATION LTD,SHIDDHESWARI ROAD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ABDUS SATTAR,28,SECTION 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NIRVANA SPA,GULSHAN 1,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"AHAD AMBULANCE SERVICE,ESKATON GARDEN ROAD,RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"4/12, GOPIBAG LANE 2, TIKATULI","(23.7216313, 90.4271251)",23.7216313,90.4271251,POINT (90.4271251 23.7216313),R19C23
"J.F PALACE , 99 , LAKE CIRCUS ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"SECTOR 10,UTTARA","(23.8823382, 90.3893745)",23.8823382,90.3893745,POINT (90.3893745 23.882338199999996),R23C22
"TOP TEN MART LTD,MIRPUR 1,
MUKTOBANGLA SHOPPING COMPLEX,
MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"SULTAN'S DINE , S ALI TOWER , MAIN ROAD 1 , MIRPUR 6","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"688/2 , BDRCS NHQ , MOGBAZAR , 1217","(23.7534137, 90.4045488)",23.7534137,90.4045488,POINT (90.4045488 23.753413699999996),R20C22
"BOTANICAL GARDEN,MIRPUR 2","(23.823888, 90.3505775)",23.823888,90.3505775,POINT (90.3505775 23.823888),R22C21
"FOOD CRAFTS , SHAHID BAKI SARAK , TALTOLA , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"PLOT 575 , RD 9 , BLOCK G , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TAOHEED TOWER 3 MAIN GATE,TOLARBAG,MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"NORTHWOOD , H 379, RD 9 , BLOCK D , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"EASTERN TUBES LIMITED,INDUSTRIAL AREA,TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
"IBRAHIMPUR CENTRAL JAME MASJID PRIMARY SCHOOL RD,NORTH IBRAHIMPUR","(24.07203, 90.94861)",24.07203,90.94861,POINT (90.94861 24.072029999999998),R27C33
"16,ROAD 2,MUKTI HOUSING,KALLYANPUR","(23.7772935, 90.3705672)",23.7772935,90.3705672,POINT (90.3705672 23.777293500000003),R21C21
"UNITED HOSPITAL , RD 72 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"LOBELIA , 21 , ROAD 28 ( NEW 15 ) , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MILESTONE SCHOOL & COLLEGE,ROAD 3,SECTOR 6,UTTARA","(27.6669841, 85.3255697)",27.6669841,85.3255697,POINT (85.3255697 27.666984100000004),R111C-77
"CGHAR BADAS , SHAHBAGH , RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"AT AND DRINK,HOUSE HA/98,GULSHAN BADDA LINK ROAD,MIDDLE BADDA,BADDA,DHAKA 1212","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"ABAKASH,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
SHONI SQUARE CHATTAR MIRPUR ZOO ROAD,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SONDHYAMALOTI ( 4A, 4B, 4C, 4D), SECTOR 18 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"DHAKA MEDICAL COLLEGE , SANDHANI UNIT RD , DHAKA MEDICAL COLLEGE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"YELLOW,GULSHAN AVENUE,DAKKHIN BADDA,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"MIRPUR UDAYAN SCHOOL AND COLLEGE , BLOCK 10/D, RD 28 , MIRPUR 10","(23.8133463, 90.3732101)",23.8133463,90.3732101,POINT (90.3732101 23.813346300000003),R21C21
"CIVIL AIATION OFFICERS QUARTER , BLOCK K , BANANI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"41/3,KHONDOKAR GOLI,WIRELESS,PALTAN","(23.7427238, 90.4096773)",23.7427238,90.4096773,POINT (90.4096773 23.742723799999997),R20C22
"GOOD LUCK HOUSE NAYMHA , RUPNAGAR RESIDENTIAL AREA , MIRPUR `","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"NARISINGDI SADAR , NARSHINGDI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ADIB TELECOM , NORTH BISHIL , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"ICDDR,B,SHAHID TAJUDDIN AHMED SARANI,MOHAKHALI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 44,RD 12,NIKUNJA 2","(23.8324457, 90.4168725)",23.8324457,90.4168725,POINT (90.4168725 23.832445700000008),R22C22
"DESIGN EXPERT-BD , EASTERN PALLABI , MIRPUR 11.5","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"HATIRJHEEL CHKRAKAR BUS STOP , HATIRJHEEL RD","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
HOUSE 75 ROAD 11 SECTOR 13 UTTARA DHAKA BANGLADESH ASIA EARTH,"(22.26652, 91.94482)",22.26652,91.94482,POINT (91.94482 22.26652),R-13C53
"SHAHIN HARDY , MIRPUR RD, DHANMONDI","(23.7392421, 90.3831434)",23.7392421,90.3831434,POINT (90.3831434 23.7392421),R20C22
"UMBRELLA CAFE , BLOCK B , MIRPUR 10","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
HAQUE ELECTRONICS WEST DHANMONDI,"(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"HOTEL PROGATI INN LTD , H 70 , PROGATI SARANI , NADDA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"KURIL FLYOVER ,KURIL","(23.8230443, 90.4214937)",23.8230443,90.4214937,POINT (90.4214937 23.823044300000003),R22C22
"SPRING DALE , BANASHREE , BLOCK D","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"YUM CHA DISTRICT , GULSHAN 1, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"THE MIDORI BY LAKESHORE , GULSHAN 2 , GULSHAN","(23.7966677, 90.4157159)",23.7966677,90.4157159,POINT (90.4157159 23.7966677),R21C22
"NIKETAN CANTRAL MOSQUE , ROAD 4 NIKETON , NIKETON HOUSING SOCIETY , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"PAMIR HEIGTS,H 7,RD 29,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"CENTRAL SHAHEED MINAR,SIR SAYED ROAD,FAKIRAPOOL,SIDDIKBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
